id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,document
01677,agree,noted,or/multnomah/portland,CX,parking_max_per_unit,1.35,1.35,spaces per unit,inferred,True,"1 per 2 units under Standard A (EX zones) | No maximum for houses, attached houses and duplexes (exempt)","Household Living ... Standard B: No maximum, except 1.35 per unit on sites that are in a commercial/mixed use or multi-dwelling zone.","Reached in two hops — Table 266-1 sends C zones to Standard B, and Standard B's 1.35 applies because CX is a commercial/mixed use zone; the next line exempts ""houses, attached houses and duplexes"".","or/multnomah/portland/33.266.txt#L139,L153-L155,L157,L159-L162",or/multnomah/portland/33.266.txt
01678,agree,noted,or/multnomah/portland,CX,setback_front_ft,0,0,feet,inferred,True,10 ft. for a Street Lot Line abutting selected Civic Corridors | 5 or 10 ft. for a Street Lot Line across a local street from an RF – RM2 or RMP Zone,Min. Building Setbacks (see 33.130.215.B) - Street Lot Line ... CX column: none,"The cell prints the word ""none"", not a numeral; I read it as a zero-foot minimum.","or/multnomah/portland/33.130.txt#L618,L640",or/multnomah/portland/33.130.txt
01679,agree,,or/multnomah/portland,CX,setback_front_ft [civic_corridor],10,10,feet,clear,True,none for an ordinary Street Lot Line | 5 or 10 ft. across a local street from an RF – RM2 or RMP Zone,- Street Lot Line abutting selected Civic Corridors ... CX column: 10 ft.,,"or/multnomah/portland/33.130.txt#L618,L641",or/multnomah/portland/33.130.txt
01680,agree,,or/multnomah/portland,CX,setback_front_max_ft,10,10,feet,clear,True,20 ft. where the street lot line abuts a selected Civic Corridor,Max. Building Setbacks (see 33.130.215.C) / - Street Lot Line ... CX column: 10 ft.,,"or/multnomah/portland/33.130.txt#L618,L651-L652",or/multnomah/portland/33.130.txt
01681,agree,noted,or/multnomah/portland,CX,setback_side_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot","Min. Building Setbacks (see 33.130.215.B) / - Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CX column: 10 ft.","Table 130-2 keys minimum setbacks to what the abutting lot is zoned, not to front/side/rear; the 10 ft. binds only where the lot line abuts an RF–RM4, RMP, or IR zoned lot.","or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01682,agree,noted,or/multnomah/portland,CX,setback_side_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF–RM4, RMP, or IR zoned lot","Min. Building Setbacks (see 33.130.215.B) / - Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CX column: none","The cell prints 'none', not a numeral; read as a zero minimum.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01683,agree,noted,or/multnomah/portland,CX,setback_rear_ft,10,10,feet,inferred,True,"none where the lot line abuts an OS, RX, C, E, or I zoned lot","Min. Building Setbacks (see 33.130.215.B) / - Lot Line Abutting RF – RM4, RMP, or IR zoned Lot ... CX column: 10 ft.","The table never names a rear setback; it states one minimum per abutting-zone class, so this figure is the same cell that answers the side setback.","or/multnomah/portland/33.130.txt#L618,L649",or/multnomah/portland/33.130.txt
01684,agree,noted,or/multnomah/portland,CX,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,inferred,True,"10 ft. where the lot line abuts an RF–RM4, RMP, or IR zoned lot","Min. Building Setbacks (see 33.130.215.B) / - Lot Line Abutting OS, RX, C, E, or I Zoned Lot ... CX column: none","The cell prints 'none', not a numeral, and the table states no separate rear setback; read as a zero minimum.","or/multnomah/portland/33.130.txt#L618,L647",or/multnomah/portland/33.130.txt
01685,agree,noted,or/multnomah/portland,CX,max_height_ft,75,75,feet,clear,True,35 ft. within 25 ft. of a lot line abutting an RF-R2.5 zone | 45 ft. within 25 ft. of a lot line abutting an RM1 or RMP zone | 45 ft. within 15 ft. of a lot line across a local street,Base Height (see 33.130.210.B.1) ... CX column: 75 ft.,The figure is the Base Height row; step-down heights of 35 and 45 ft. apply near residential zones.,"or/multnomah/portland/33.130.txt#L618,L627",or/multnomah/portland/33.130.txt
01686,agree,,or/multnomah/portland,CX,max_far,4.0,4,ratio,clear,True,"Bonus FAR, See Table 130-3",Maximum FAR (see 33.130.205 and 33.130.212) ... CX column: 4 to 1,,"or/multnomah/portland/33.130.txt#L618,L619",or/multnomah/portland/33.130.txt
01687,agree,,or/multnomah/portland,CX,max_coverage_pct,100,100,percent,clear,True,,"Max. Building Coverage (% of site area) - Inner Pattern Area ... CX 100% ; - Eastern, Western, and River Pattern Areas ... CX 100%",,"or/multnomah/portland/33.130.txt#L618,L656-L657",or/multnomah/portland/33.130.txt
01688,agree,noted,or/multnomah/portland,CX,min_landscaped_pct,0,0,percent,inferred,True,"15% in the CR, CM1, CM2, CM3 and CE columns",Min. Landscaped Area (% of site area) (see 33.130.225) ... CX column: None,The CX cell prints 'None' rather than a percentage; read as no landscaped-area requirement (zero).,"or/multnomah/portland/33.130.txt#L618,L659",or/multnomah/portland/33.130.txt
01689,unscored,noted,or/multnomah/portland,CX,orientation_constraint,entrance_only,,enum,inferred,True,,3. Location. At least one main entrance for each structure must: a. Be within 8 feet of the longest street-facing wall of the structure; and b. Either: (1) Face the street ... (2) Be at an angle of up to 45 degrees,"The marked lines bind the main entrance only — within 8 ft of the longest street-facing wall, facing the street, angled up to 45 degrees, or onto a porch — and state no figure for this enum standard; nothing here fixes the building's long axis.",or/multnomah/portland/33.130.txt#L1713-L1719,or/multnomah/portland/33.130.txt
01690,agree,noted,or/multnomah/portland,EX,parking_max_per_unit,2.0,2,1 per N units,inferred,True,"Standard B: No maximum, except 1.35 per unit on sites that are in a commercial/mixed use or multi-dwelling zone","EX Maximum is Standard A in Table 266-2, except for the following, where the maximum is Standard B ... Household Living | Standard A 1 per 2 units","Two tables have to be chained (Table 266-1 sends EX to Standard A; Table 266-2 gives Household Living under Standard A); the EX exceptions that fall back to Standard B are all non-residential uses, so Standard A governs the pod.","or/multnomah/portland/33.266.txt#L141-L142,L153-L155,L157,L159",or/multnomah/portland/33.266.txt
01691,agree,,or/multnomah/portland,EX,setback_front_ft,0,0,feet,clear,True,,Min. Building Setbacks / Street Lot Line (see 33.140.215) ... EX column: 0,,"or/multnomah/portland/33.140.txt#L590,L600",or/multnomah/portland/33.140.txt
01692,agree,noted,or/multnomah/portland,EX,setback_front_max_ft,10,10,feet,inferred,True,,Max. Building Stbks (see 33.140.215) / Transit Street or Pedestrian District ... EX column: 10 ft.,The maximum applies only where the site is on a Transit Street or in a Pedestrian District; the table states no maximum front setback for EX elsewhere.,"or/multnomah/portland/33.140.txt#L590,L606-L608",or/multnomah/portland/33.140.txt
01693,agree,noted,or/multnomah/portland,EX,setback_side_ft,10,10,feet,inferred,True,"5 ft. where the building wall is 15 ft. or less | 0 against a lot line abutting an OS, C, E, or I zoned lot (Table 140-2)","Table 140-3 ... EG1, EX, IG1 | 16 or more | Lots abutting a side lot line of an R zoned lot: 10 ft. / 5 ft. @ L3","Banded by building-wall height (15 ft. or less → 5 ft.; 16 ft. or more → 10 ft.) and confined to lot lines of an R zoned lot; the second value in each cell (5 ft. @ L3) is the landscape buffer, not a setback.",or/multnomah/portland/33.140.txt#L625-L628,or/multnomah/portland/33.140.txt
01694,agree,,or/multnomah/portland,EX,setback_side_ft [abuts_nonresidential_zone],0,0,feet,clear,True,,"- Lot line abutting an OS, C, E, or I zoned lot ... EX column: 0",,"or/multnomah/portland/33.140.txt#L590,L602-L603",or/multnomah/portland/33.140.txt
01695,agree,noted,or/multnomah/portland,EX,setback_rear_ft,10,10,feet,inferred,True,"0 / none where the building wall is 15 ft. or less | 0 against a lot line abutting an OS, C, E, or I zoned lot (Table 140-2)","Table 140-3 ... EG1, EX, IG1 | 16 or more | Lots abutting a rear lot line of an R zoned lot: 10 ft. / 5 ft. @ L3",Banded by building-wall height (15 ft. or less → 0 / none; 16 ft. or more → 10 ft.) and confined to a rear lot line of an R zoned lot; the second value in each cell is the landscape buffer.,or/multnomah/portland/33.140.txt#L625-L628,or/multnomah/portland/33.140.txt
01696,agree,,or/multnomah/portland,EX,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,clear,True,,"- Lot line abutting an OS, C, E, or I zoned lot ... EX column: 0",,"or/multnomah/portland/33.140.txt#L590,L602-L603",or/multnomah/portland/33.140.txt
01697,agree,,or/multnomah/portland,EX,max_height_ft,65,65,feet,clear,True,,Maximum Height (see 33.140.210) ... EX column: 65 ft,,"or/multnomah/portland/33.140.txt#L590,L597",or/multnomah/portland/33.140.txt
01698,agree,,or/multnomah/portland,EX,max_far,3.0,3,ratio,clear,True,5 to 1 with the Inclusionary Housing Bonus (see 33.140.205.C),Maximum FAR (see 33.140.205) ... EX column: 3 to 1,,"or/multnomah/portland/33.140.txt#L590,L591",or/multnomah/portland/33.140.txt
01699,agree,,or/multnomah/portland,EX,max_coverage_pct,100,100,percent,clear,True,,Maximum Building Coverage (see 33.140.220) ... EX column: 100% of site area,,"or/multnomah/portland/33.140.txt#L590,L610-L611",or/multnomah/portland/33.140.txt
01700,agree,noted,or/multnomah/portland,EX,min_landscaped_pct,0,0,percent,inferred,True,"15% of site area in the EG1, EG2 and IG2 columns",Min. Landscaped Area (see 140.225) ... EX column: None,The EX cell prints 'None' rather than a percentage; read as no landscaped-area requirement (zero).,"or/multnomah/portland/33.140.txt#L590,L613",or/multnomah/portland/33.140.txt
01701,agree,unclear+noted,or/multnomah/portland,CI1,setback_front_ft,15,15,feet,unclear,True,"10 ft. abutting or across the street from an RM1-RMP or IR zoned lot | 0 ft. abutting or across the street from a C, CI, E, or I zoned lot","Minimum Building Setbacks [1] (see 33.150.215) - Lot line abutting or across the street from an OS, RF-R2.5 zoned lot ... CI1 column: 15 ft.",The cited block states three different minimums keyed to the neighbouring lot's zone and never to front/side/rear; 15 ft. is the largest of the three and which one governs depends on what the lot faces or abuts.,"or/multnomah/portland/33.150.txt#L531,L538-L545",or/multnomah/portland/33.150.txt
01702,agree,unclear+noted,or/multnomah/portland,CI1,setback_side_ft,15,15,feet,unclear,True,"10 ft. abutting or across the street from an RM1-RMP or IR zoned lot | 0 ft. abutting or across the street from a C, CI, E, or I zoned lot","Minimum Building Setbacks [1] (see 33.150.215) - Lot line abutting or across the street from an OS, RF-R2.5 zoned lot ... CI1 column: 15 ft.","Same three-row block as the front setback: Table 150-2 states one minimum per abutting-zone class, not a distinct side setback, so 15 / 10 / 0 ft. are all candidates.","or/multnomah/portland/33.150.txt#L531,L538-L545",or/multnomah/portland/33.150.txt
01703,agree,unclear+noted,or/multnomah/portland,CI1,setback_rear_ft,15,15,feet,unclear,True,"10 ft. abutting or across the street from an RM1-RMP or IR zoned lot | 0 ft. abutting or across the street from a C, CI, E, or I zoned lot","Minimum Building Setbacks [1] (see 33.150.215) - Lot line abutting or across the street from an OS, RF-R2.5 zoned lot ... CI1 column: 15 ft.","Same three-row block as the front and side setbacks: Table 150-2 states one minimum per abutting-zone class, not a distinct rear setback.","or/multnomah/portland/33.150.txt#L531,L538-L545",or/multnomah/portland/33.150.txt
01704,agree,noted,or/multnomah/portland,CI1,max_height_ft,75,75,feet,clear,True,,Maximum Height (see 33.150.210) ... CI1 column: 75 ft. [4],"The cell carries footnote marker [4], which is not reproduced in the passage.","or/multnomah/portland/33.150.txt#L531,L536-L537",or/multnomah/portland/33.150.txt
01705,agree,noted,or/multnomah/portland,CI1,max_far,0.5,0.5,ratio,clear,True,,Maximum FAR [1] (see 33.150.205) ... CI1 column: 0.5 to 1,The cell carries footnote marker [1]; the Inclusionary Housing Bonus row reads NA for CI1.,"or/multnomah/portland/33.150.txt#L531,L532-L533",or/multnomah/portland/33.150.txt
01706,agree,noted,or/multnomah/portland,CI1,max_coverage_pct,50,50,percent,clear,True,,Maximum Building Coverage [1] (see 33.150.220) ... CI1 column: 50% of site area,"The cell carries footnote marker [1], which is not reproduced in the passage.","or/multnomah/portland/33.150.txt#L531,L548-L549",or/multnomah/portland/33.150.txt
01707,agree,,or/multnomah/portland,CI1,min_landscaped_pct,25,25,percent,clear,True,,Minimum Landscaped Area (see 33.150.240) ... CI1 column: 25% of site area,,"or/multnomah/portland/33.150.txt#L531,L552-L553",or/multnomah/portland/33.150.txt
01708,agree,noted,or/multnomah/portland,CI2,setback_front_ft,10,10,feet,inferred,True,"0 ft. abutting or across the street from a C, CI, E, or I zoned lot","- Lot line abutting or across the street from an OS, RF-R2.5 zoned lot ... CI2: 10 ft. ; - Lot line abutting or across the street from an RM1-RMP, IR zoned lot ... CI2: 10 ft.",Both cited rows read 10 ft. in the CI2 column; the table keys the minimum to the neighbouring lot's zone rather than to front/side/rear.,"or/multnomah/portland/33.150.txt#L531,L540-L543",or/multnomah/portland/33.150.txt
01709,agree,,or/multnomah/portland,CI2,setback_front_ft [abuts_nonresidential_zone],0,0,feet,clear,True,,"- Lot line abutting or across the street from a C, CI, E, or I zoned lot ... CI2 column: 0 ft.",,"or/multnomah/portland/33.150.txt#L531,L544-L545",or/multnomah/portland/33.150.txt
01710,agree,noted,or/multnomah/portland,CI2,setback_front_max_ft,10,10,feet,inferred,True,,"Maximum Building Setbacks Street Lot Line, Transit Street or Pedestrian District [5] (See 33.150.215) ... CI2 column: 10 ft.",The maximum is stated for a street lot line on a Transit Street or in a Pedestrian District and carries footnote [5]; CI1's cell in the same row reads None.,"or/multnomah/portland/33.150.txt#L531,L546-L547",or/multnomah/portland/33.150.txt
01711,agree,noted,or/multnomah/portland,CI2,setback_side_ft,10,10,feet,inferred,True,"0 ft. abutting or across the street from a C, CI, E, or I zoned lot","- Lot line abutting or across the street from an OS, RF-R2.5 zoned lot ... CI2: 10 ft. ; - Lot line abutting or across the street from an RM1-RMP, IR zoned lot ... CI2: 10 ft.","Table 150-2 states one minimum per abutting-zone class, not a distinct side setback; both cited rows read 10 ft. for CI2.","or/multnomah/portland/33.150.txt#L531,L540-L543",or/multnomah/portland/33.150.txt
01712,agree,,or/multnomah/portland,CI2,setback_side_ft [abuts_nonresidential_zone],0,0,feet,clear,True,,"- Lot line abutting or across the street from a C, CI, E, or I zoned lot ... CI2 column: 0 ft.",,"or/multnomah/portland/33.150.txt#L531,L544-L545",or/multnomah/portland/33.150.txt
